name,recclass,mass,fall,year,reclat,reclong,GeoLocation,,nametype,id
Cook 011,L3-5,471,Found,1991,-30.23433,130.60067,"(-30.234330, 130.600670)",,Valid,5430
Cook 012,H4,6.6,Found,2010,-30.91378,130.90386,"(-30.913780, 130.903860)",,Valid,54926
Cook 013,H6,46.8,Found,2010,-30.94775,130.90858,"(-30.947750, 130.908580)",,Valid,54927
Cookeville,"Iron, IAB-ung",2300,Found,1913,36.16667,-85.51667,"(36.166670, -85.516670)",,Valid,5431
Coolac,"Iron, IAB-MG",19280,Found,1874,-34.96667,148.125,"(-34.966670, 148.125000)",,Valid,5432
Coolamon,L6,393,Found,1921,-34.81667,147.13333,"(-34.816670, 147.133330)",,Valid,5433
Coolidge,C4-ung,4500,Found,1937,38.03333,-101.98333,"(38.033330, -101.983330)",,Valid,5434
Coomandook,H6,5230,Found,1939,-35.41667,139.75,"(-35.416670, 139.750000)",,Valid,5435
Dar al Gani 307,L6,370,Found,1997,27.52367,16.15117,"(27.523670, 16.151170)",,Valid,5855
Dar al Gani 308,H6,394,Found,1997,27.38467,16.12867,"(27.384670, 16.128670)",,Valid,5856
Dar al Gani 309,L6,132,Found,1997,27.51283,16.16267,"(27.512830, 16.162670)",,Valid,5857
Dar al Gani 310,H5/6,96,Found,1997,27.292,16.112,"(27.292000, 16.112000)",,Valid,5858
Dar al Gani 311,H6,707,Found,1997,27.1595,16.05283,"(27.159500, 16.052830)",,Valid,5859
Dar al Gani 312,H6,117,Found,1997,27.08867,16.14317,"(27.088670, 16.143170)",,Valid,5860
Dar al Gani 313,L/LL3,3294,Found,1997,26.80733,15.9015,"(26.807330, 15.901500)",,Valid,5861
Dar al Gani 314,L6,76,Found,1997,27.12117,16.331,"(27.121170, 16.331000)",,Valid,5862
Dar al Gani 315,H3-5,525,Found,1997,27.12217,16.312,"(27.122170, 16.312000)",,Valid,5863
Dar al Gani 316,L6,721,Found,1997,27.2435,16.081,"(27.243500, 16.081000)",,Valid,5864
Dar al Gani 317,L6,145,Found,1997,27.01333,16.1875,"(27.013330, 16.187500)",,Valid,5865
Dar al Gani 318,H3,4236,Found,1997,27.14317,15.873,"(27.143170, 15.873000)",,Valid,5866
Dar al Gani 319,Ureilite-pmict,740,Found,1997,27.028,16.35867,"(27.028000, 16.358670)",,Valid,5867
Dar al Gani 320,L6,189,Found,1997,27.03383,16.326,"(27.033830, 16.326000)",,Valid,5868
Dar al Gani 321,H5,213,Found,1997,27.09867,16.14133,"(27.098670, 16.141330)",,Valid,5869
Dar al Gani 322,H4,1126,Found,1997,27.09917,16.14033,"(27.099170, 16.140330)",,Valid,5870
Dar al Gani 323,L4,2711,Found,1997,28.3,15.7175,"(28.300000, 15.717500)",,Valid,5871
Dar al Gani 324,H6,433,Found,1997,28.1815,15.64783,"(28.181500, 15.647830)",,Valid,5872
Dar al Gani 325,H5,274,Found,1997,28.206,15.6355,"(28.206000, 15.635500)",,Valid,5873
Dar al Gani 326,L6,386,Found,1997,27.839,15.877,"(27.839000, 15.877000)",,Valid,5874
Dar al Gani 327,H3,50,Found,1997,27.84067,15.88567,"(27.840670, 15.885670)",,Valid,5875
Dar al Gani 328,L6,630,Found,1997,27.84267,15.8995,"(27.842670, 15.899500)",,Valid,5876
Dar al Gani 329,H5,234,Found,1997,27.129,16.2655,"(27.129000, 16.265500)",,Valid,5877
Dar al Gani 330,L5,353,Found,1997,27.10417,16.1175,"(27.104170, 16.117500)",,Valid,5878
Dar al Gani 331,CO3,194,Found,1997,27.1095,16.0745,"(27.109500, 16.074500)",,Valid,5879
Dar al Gani 332,CO3,280,Found,1997,27.10467,16.00867,"(27.104670, 16.008670)",,Valid,5880
Dar al Gani 333,H5-6,1050,Found,1997,27.13017,16.23183,"(27.130170, 16.231830)",,Valid,5881
Dar al Gani 334,L6,422,Found,1997,27.15517,16.2825,"(27.155170, 16.282500)",,Valid,5882
Dar al Gani 335,H5,147,Found,1997,27.2035,16.3115,"(27.203500, 16.311500)",,Valid,5883
Dar al Gani 336,H5/6,171,Found,1997,27.19367,16.20767,"(27.193670, 16.207670)",,Valid,5884
Dar al Gani 337,H6,142,Found,1997,27.182,16.15017,"(27.182000, 16.150170)",,Valid,5885
Dar al Gani 338,H6,131,Found,1997,27.179,16.11267,"(27.179000, 16.112670)",,Valid,5886
Dar al Gani 339,H5,110,Found,1997,27.1725,16.08133,"(27.172500, 16.081330)",,Valid,5887
Dar al Gani 340,Ureilite,591,Found,1997,27.15133,16.045,"(27.151330, 16.045000)",,Valid,5888
Dar al Gani 341,L6,357,Found,1997,27.08283,16.129,"(27.082830, 16.129000)",,Valid,5889
Dar al Gani 342,L5-6,166,Found,1997,27.10483,16.1195,"(27.104830, 16.119500)",,Valid,5890
Dar al Gani 343,H4,103,Found,1997,27.15467,16.079,"(27.154670, 16.079000)",,Valid,5891
Dar al Gani 344,H6,57,Found,1997,27.185,16.0995,"(27.185000, 16.099500)",,Valid,5892
Dar al Gani 345,L5,84,Found,1997,27.2165,16.15,"(27.216500, 16.150000)",,Valid,5893
Dar al Gani 346,H4,77,Found,1997,27.2915,16.21333,"(27.291500, 16.213330)",,Valid,5894
Dar al Gani 347,H6,47,Found,1997,27.20283,16.05767,"(27.202830, 16.057670)",,Valid,5895
Dar al Gani 348,H4,118,Found,1997,27.20217,16.05833,"(27.202170, 16.058330)",,Valid,5896
Dar al Gani 349,L5,83,Found,1997,27.22667,16.113,"(27.226670, 16.113000)",,Valid,5897
Dar al Gani 350,L6,112,Found,1997,27.22483,16.24383,"(27.224830, 16.243830)",,Valid,5898
Dar al Gani 351,H5,858,Found,1997,27.17867,16.259,"(27.178670, 16.259000)",,Valid,5899
Dar al Gani 352,L5,111,Found,1997,27.23867,16.12967,"(27.238670, 16.129670)",,Valid,5900
Dar al Gani 353,H3-5,210,Found,1997,27.5965,15.8705,"(27.596500, 15.870500)",,Valid,5901
Dar al Gani 354,H3,82,Found,1997,27.61717,15.96633,"(27.617170, 15.966330)",,Valid,5902
Dar al Gani 355,L6,360,Found,1997,27.67917,15.86533,"(27.679170, 15.865330)",,Valid,5903
Dar al Gani 356,L5/6,129,Found,1997,27.8195,15.8945,"(27.819500, 15.894500)",,Valid,5904
Dar al Gani 357,L6,478,Found,1997,27.86617,15.89733,"(27.866170, 15.897330)",,Valid,5905
Dar al Gani 358,L6,66,Found,1997,28.9055,15.82767,"(28.905500, 15.827670)",,Valid,5906
Dar al Gani 359,L6,42,Found,1997,27.92367,15.83217,"(27.923670, 15.832170)",,Valid,5907
Dar al Gani 360,L6,87,Found,1997,27.9275,15.83117,"(27.927500, 15.831170)",,Valid,5908
Dar al Gani 361,L6,307,Found,1997,27.86217,15.87967,"(27.862170, 15.879670)",,Valid,5909
Dar al Gani 362,L6,527,Found,1997,27.85883,15.8815,"(27.858830, 15.881500)",,Valid,5910
Dar al Gani 363,L6,639,Found,1997,27.84983,15.88583,"(27.849830, 15.885830)",,Valid,5911
Dar al Gani 364,L6,982,Found,1997,27.83933,15.89183,"(27.839330, 15.891830)",,Valid,5912
Dar al Gani 365,L6,198,Found,1997,27.841,15.86817,"(27.841000, 15.868170)",,Valid,5913
Dar al Gani 366,L6,233,Found,1997,27.8515,15.8715,"(27.851500, 15.871500)",,Valid,5914
Dar al Gani 367,L6,136,Found,1997,27.85967,15.88017,"(27.859670, 15.880170)",,Valid,5915
Dar al Gani 368,L6,263,Found,1997,27.86167,15.88317,"(27.861670, 15.883170)",,Valid,5916
Dar al Gani 369,H/L3.5,1001,Found,1997,27.94867,15.90133,"(27.948670, 15.901330)",,Valid,5917
Dar al Gani 370,H6,37,Found,1997,27.832,15.83767,"(27.832000, 15.837670)",,Valid,5918
Dar al Gani 371,H6,48,Found,1997,27.83533,15.8435,"(27.835330, 15.843500)",,Valid,5919
Dar al Gani 372,L6,414,Found,1997,27.876,15.91733,"(27.876000, 15.917330)",,Valid,5920
Dar al Gani 373,H5/6,173,Found,1997,27.91483,15.96183,"(27.914830, 15.961830)",,Valid,5921
Dar al Gani 374,L6,111,Found,1997,27.87333,15.9135,"(27.873330, 15.913500)",,Valid,5922
Dar al Gani 375,L6,188,Found,1997,27.88683,15.8715,"(27.886830, 15.871500)",,Valid,5923
Dar al Gani 376,L6,68,Found,1997,27.88717,15.86333,"(27.887170, 15.863330)",,Valid,5924
Dar al Gani 377,L6,65,Found,1997,27.8945,15.85933,"(27.894500, 15.859330)",,Valid,5925
Dar al Gani 378,H/L3,68,Found,1997,27.91617,15.83783,"(27.916170, 15.837830)",,Valid,5926
Dar al Gani 379,L6,875,Found,1997,27.87417,15.88717,"(27.874170, 15.887170)",,Valid,5927
Dar al Gani 380,Eucrite-mmict,661,Found,1997,27.44217,16.08217,"(27.442170, 16.082170)",,Valid,5928
Dar al Gani 381,L6,930,Found,1997,27.4345,16.12267,"(27.434500, 16.122670)",,Valid,5929
Dar al Gani 382,L6,247,Found,1997,27.42183,16.17817,"(27.421830, 16.178170)",,Valid,5930
Dar al Gani 383,L6,316,Found,1997,27.41117,16.2,"(27.411170, 16.200000)",,Valid,5931
Dar al Gani 384,H4,60,Found,1997,27.41217,16.20183,"(27.412170, 16.201830)",,Valid,5932
Dar al Gani 385,H3-4,447,Found,1997,27.4445,16.27433,"(27.444500, 16.274330)",,Valid,5933
Dar al Gani 386,H5/6,772,Found,1997,27.44317,16.1855,"(27.443170, 16.185500)",,Valid,5934
Dar al Gani 387,L5,189,Found,1997,27.33733,16.20133,"(27.337330, 16.201330)",,Valid,5935
Dar al Gani 388,H5/6,291,Found,1997,27.1425,16.0595,"(27.142500, 16.059500)",,Valid,5936
Dar al Gani 389,H5,61,Found,1997,27.46133,16.1955,"(27.461330, 16.195500)",,Valid,5937
Dar al Gani 390,H6,99,Found,1997,27.46483,16.18733,"(27.464830, 16.187330)",,Valid,5938
Dar al Gani 391,Eucrite-pmict,1605,Found,1997,27.35683,16.167,"(27.356830, 16.167000)",,Valid,5939
Dar al Gani 392,H5,718,Found,1997,27.42383,16.34,"(27.423830, 16.340000)",,Valid,5940
Dar al Gani 393,L6,195,Found,1997,27.4355,16.26633,"(27.435500, 16.266330)",,Valid,5941
Dar al Gani 394,H6,167,Found,1997,27.409,16.20417,"(27.409000, 16.204170)",,Valid,5942
Dar al Gani 395,H6,270,Found,1997,27.76483,16.08633,"(27.764830, 16.086330)",,Valid,5943
Dar al Gani 396,L6,388,Found,1998,27.8185,15.92733,"(27.818500, 15.927330)",,Valid,5944
Dar al Gani 397,L6,1008,Found,1998,27.81833,15.91533,"(27.818330, 15.915330)",,Valid,5945
Dar al Gani 398,H6,502,Found,1998,27.8365,15.8245,"(27.836500, 15.824500)",,Valid,5946
Dar al Gani 399,L5,11455,Found,1998,27.86667,15.94283,"(27.866670, 15.942830)",,Valid,5947
Dar al Gani 400,Lunar (anorth),1425,Found,1998,27.3695,16.19883,"(27.369500, 16.198830)",,Valid,5948
Dar al Gani 401,L6,405,Found,1998,27.84217,15.89667,"(27.842170, 15.896670)",,Valid,5949
Dar al Gani 402,L6,1861,Found,1998,27.814,15.9115,"(27.814000, 15.911500)",,Valid,5950
Dar al Gani 403,L6,665,Found,1998,27.76383,15.91083,"(27.763830, 15.910830)",,Valid,5951
Dar al Gani 404,L6,585,Found,1998,27.83767,15.91333,"(27.837670, 15.913330)",,Valid,5952
Dar al Gani 405,H3.5,193,Found,1998,27.93133,15.8675,"(27.931330, 15.867500)",,Valid,5953
Dar al Gani 406,"Iron, IAB complex",5100,Found,1998,28.14033,15.82383,"(28.140330, 15.823830)",,Valid,5954
Dar al Gani 407,H6,157,Found,1998,27.40917,16.268,"(27.409170, 16.268000)",,Valid,5955
Dar al Gani 408,L4,69,Found,1998,27.42083,16.29333,"(27.420830, 16.293330)",,Valid,5956
Dar al Gani 409,L6,584,Found,1998,27.82383,15.8785,"(27.823830, 15.878500)",,Valid,5957
Dar al Gani 410,H5,605,Found,1998,27.3725,16.24017,"(27.372500, 16.240170)",,Valid,5958
Dar al Gani 411,Eucrite-pmict,400,Found,1998,27.37517,16.18417,"(27.375170, 16.184170)",,Valid,5959
Dar al Gani 412,CK5,946,Found,1998,27.347,16.08833,"(27.347000, 16.088330)",,Valid,5960
Dar al Gani 413,"Iron, IIAB",156,Found,1998,27.48733,16.32517,"(27.487330, 16.325170)",,Valid,5961
Dar al Gani 414,L6,956,Found,1998,27.51617,16.28333,"(27.516170, 16.283330)",,Valid,5962
Dar al Gani 415,H5/6,103,Found,1998,27.3785,16.1855,"(27.378500, 16.185500)",,Valid,5963
Dar al Gani 416,H4,347,Found,1998,27.4665,15.914,"(27.466500, 15.914000)",,Valid,5964
Dar al Gani 417,R3-4,171,Found,1998,27.50233,15.9125,"(27.502330, 15.912500)",,Valid,5965
Dar al Gani 418,H5/6,65,Found,1998,27.59917,16.00233,"(27.599170, 16.002330)",,Valid,5966
Dar al Gani 419,H4,490,Found,1998,27.59467,15.9365,"(27.594670, 15.936500)",,Valid,5967
Dar al Gani 420,L6,150,Found,1998,27.86433,15.87333,"(27.864330, 15.873330)",,Valid,5968
Dar al Gani 421,L6,105,Found,1998,27.8745,15.87217,"(27.874500, 15.872170)",,Valid,5969
Dar al Gani 422,L6,702,Found,1998,27.86383,15.87017,"(27.863830, 15.870170)",,Valid,5970
Dar al Gani 423,L6,174,Found,1998,27.74017,15.93683,"(27.740170, 15.936830)",,Valid,5971
Dar al Gani 424,H5,144,Found,1998,27.479,16.03917,"(27.479000, 16.039170)",,Valid,5972
Dar al Gani 425,H4,115,Found,1998,27.45467,16.08733,"(27.454670, 16.087330)",,Valid,5973
Dar al Gani 426,H4/5,206,Found,1998,27.37933,16.45817,"(27.379330, 16.458170)",,Valid,5974
Dar al Gani 427,L6,942,Found,1998,27.35817,16.43233,"(27.358170, 16.432330)",,Valid,5975
Dar al Gani 428,L6,47,Found,1998,27.29367,16.41433,"(27.293670, 16.414330)",,Valid,5976
Dar al Gani 429,C3-ung,253,Found,1998,27.28133,16.41733,"(27.281330, 16.417330)",,Valid,5977
Dar al Gani 430,C3-ung,572,Found,1998,27.27933,16.41167,"(27.279330, 16.411670)",,Valid,5978
Dar al Gani 431,CK3-an,353,Found,1998,27.31283,16.232,"(27.312830, 16.232000)",,Valid,5979
Dar al Gani 432,H4,1555,Found,1998,27.4475,15.985,"(27.447500, 15.985000)",,Valid,5980
Dar al Gani 433,L6,255,Found,1998,27.32367,16.27683,"(27.323670, 16.276830)",,Valid,5981
Dar al Gani 434,LL6,181,Found,1998,27.24083,16.408,"(27.240830, 16.408000)",,Valid,5982
Dar al Gani 435,H4-6,192,Found,1998,27.22183,16.2455,"(27.221830, 16.245500)",,Valid,5983
Dar al Gani 436,H4,260,Found,1998,26.85483,15.97533,"(26.854830, 15.975330)",,Valid,5984
Dar al Gani 437,L6,239,Found,1998,26.69617,16.3275,"(26.696170, 16.327500)",,Valid,5985
Dar al Gani 438,H5/6,349,Found,1998,27.90017,15.90117,"(27.900170, 15.901170)",,Valid,5986
Dar al Gani 439,L6,867,Found,1998,27.829,15.928,"(27.829000, 15.928000)",,Valid,5987
Dar al Gani 440,L6,1561,Found,1998,27.48333,16.263,"(27.483330, 16.263000)",,Valid,5988
Dar al Gani 441,L6,90,Found,1998,27.48183,16.28733,"(27.481830, 16.287330)",,Valid,5989
Dar al Gani 442,H3.6,188,Found,1998,27.48083,16.31833,"(27.480830, 16.318330)",,Valid,5990
Dar al Gani 443,Eucrite-pmict,255,Found,1998,27.452,16.021,"(27.452000, 16.021000)",,Valid,5991
Dar al Gani 444,LL4-5,164,Found,1998,27.38833,16.15733,"(27.388330, 16.157330)",,Valid,5992
Dar al Gani 445,H4,53,Found,1998,27.39783,16.16317,"(27.397830, 16.163170)",,Valid,5993
Dar al Gani 446,L5/6,481,Found,1998,27.48017,16.27133,"(27.480170, 16.271330)",,Valid,5994
Dar al Gani 447,H4/5,526,Found,1998,27.46067,16.17083,"(27.460670, 16.170830)",,Valid,5995
Dar al Gani 448,L4/5,392,Found,1998,27.4335,16.0845,"(27.433500, 16.084500)",,Valid,5996
Dar al Gani 449,LL6,184,Found,1998,27.42683,16.05367,"(27.426830, 16.053670)",,Valid,5997
Dar al Gani 451,H4,75,Found,1998,27.5825,15.98333,"(27.582500, 15.983330)",,Valid,5999
Dar al Gani 452,H5,445,Found,1998,27.64617,15.91483,"(27.646170, 15.914830)",,Valid,6000
Dar al Gani 453,L6,1896,Found,1998,27.804,15.935,"(27.804000, 15.935000)",,Valid,6001
Dar al Gani 454,H3.9,161,Found,1998,27.7875,15.855,"(27.787500, 15.855000)",,Valid,6002
Dar al Gani 455,L6,2670,Found,1998,27.80517,15.92667,"(27.805170, 15.926670)",,Valid,6003
Dar al Gani 456,L6,838,Found,1998,27.79783,15.94167,"(27.797830, 15.941670)",,Valid,6004
Dar al Gani 457,L6,855,Found,1998,27.80733,15.93767,"(27.807330, 15.937670)",,Valid,6005
Dar al Gani 458,L6,364,Found,1998,27.81,15.933,"(27.810000, 15.933000)",,Valid,6006
Dar al Gani 459,L6,1082,Found,1998,27.81433,15.9145,"(27.814330, 15.914500)",,Valid,6007
Dar al Gani 460,L6,2310,Found,1998,27.80383,15.921,"(27.803830, 15.921000)",,Valid,6008
Dar al Gani 461,L6,1228,Found,1998,28.019,15.86333,"(28.019000, 15.863330)",,Valid,6009
Dar al Gani 462,L6,740,Found,1998,28.01517,15.86367,"(28.015170, 15.863670)",,Valid,6010
Dar al Gani 463,L6,1916,Found,1998,27.01167,15.86483,"(27.011670, 15.864830)",,Valid,6011
Dar al Gani 464,L6,254,Found,1998,28.01967,15.89017,"(28.019670, 15.890170)",,Valid,6012
Dar al Gani 465,L6,777,Found,1998,28.01483,15.86267,"(28.014830, 15.862670)",,Valid,6013
Dar al Gani 466,L6,1296,Found,1998,28.01,15.845,"(28.010000, 15.845000)",,Valid,6014
Dar al Gani 467,L6,1731,Found,1998,28.00883,15.84283,"(28.008830, 15.842830)",,Valid,6015
Dar al Gani 468,H5,375,Found,1998,28.0215,15.8425,"(28.021500, 15.842500)",,Valid,6016
Dar al Gani 886,H5,74,Found,2000,26.1,16.08333,"(26.100000, 16.083330)",,Valid,6433
Dar al Gani 887,H5/6,156,Found,2000,27.15,16.1,"(27.150000, 16.100000)",,Valid,6434
Dar al Gani 888,H5/6,44,Found,2000,27.16667,16.13333,"(27.166670, 16.133330)",,Valid,6435
Dar al Gani 889,H6,58,Found,2000,27.18333,16.11667,"(27.183330, 16.116670)",,Valid,6436
Dar al Gani 890,H5,68,Found,2000,27.18333,16.13333,"(27.183330, 16.133330)",,Valid,6437
Dar al Gani 891,L5,58,Found,2000,27.25,16.18333,"(27.250000, 16.183330)",,Valid,6438
Dar al Gani 892,H6,48,Found,2000,27.11667,16.1,"(27.116670, 16.100000)",,Valid,6439
Dar al Gani 893,H6,132,Found,2000,27.11667,16.06667,"(27.116670, 16.066670)",,Valid,6440
Dar al Gani 894,L3/4,78,Found,2000,27.23333,16.1,"(27.233330, 16.100000)",,Valid,6441
Dar al Gani 895,H4,286,Found,2000,27.13333,16.11667,"(27.133330, 16.116670)",,Valid,6442
Dar al Gani 896,H-imp melt,22.6,Found,2000,27.75,16.88333,"(27.750000, 16.883330)",,Valid,6443
Dar al Gani 897,Ureilite,73,Found,2000,27.66667,16.35,"(27.666670, 16.350000)",,Valid,6444
Dar al Gani 898,H4,828,Found,2001,27.0345,16.14283,"(27.034500, 16.142830)",,Valid,6445
Dar al Gani 899,L4,263,Found,1998,27.83267,15.9105,"(27.832670, 15.910500)",,Valid,6446
Dar al Gani 900,LL6,8,Found,1998,27.08333,16.05,"(27.083330, 16.050000)",,Valid,6447
Dar al Gani 901,H4,9000,Found,1998,27.88083,16.9135,"(27.880830, 16.913500)",,Valid,6448
Dar al Gani 902,L3,462,Found,1999,27.9265,16.90417,"(27.926500, 16.904170)",,Valid,6449
Dar al Gani 903,H3-6,114,Found,2000,27.12267,16.50617,"(27.122670, 16.506170)",,Valid,6450
Dar al Gani 904,H6,144,Found,2000,27.13683,16.1455,"(27.136830, 16.145500)",,Valid,6451
Dar al Gani 905,H6,141,Found,2000,27.10833,16.05833,"(27.108330, 16.058330)",,Valid,6452
Dar al Gani 906,L6,112,Found,2000,27.09283,16.12717,"(27.092830, 16.127170)",,Valid,6453
Dar al Gani 907,H6,142,Found,2000,27.05383,16.4475,"(27.053830, 16.447500)",,Valid,6454
Dar al Gani 908,H6,204,Found,2000,27.06517,16.13983,"(27.065170, 16.139830)",,Valid,6455
Dar al Gani 915,Howardite,740,Found,2000,27.35,16.18333,"(27.350000, 16.183330)",,Valid,6456
Dar al Gani 916,L4/5,183,Found,2000,27.25,16.13333,"(27.250000, 16.133330)",,Valid,6457
Dar al Gani 917,H4/5,52,Found,2000,27.25,16.13333,"(27.250000, 16.133330)",,Valid,6458
Dar al Gani 918,H3-5,200,Found,2000,27.2,16.08333,"(27.200000, 16.083330)",,Valid,6459
Dar al Gani 919,H5,106,Found,2000,27.21667,16.13333,"(27.216670, 16.133330)",,Valid,6460
Dar al Gani 920,H4,106,Found,2000,27.21667,16.15,"(27.216670, 16.150000)",,Valid,6461
Dar al Gani 921,H5,123,Found,2000,27.13333,16.2,"(27.133330, 16.200000)",,Valid,6462
Dar al Gani 922,L6,253,Found,2000,26.95,16.38333,"(26.950000, 16.383330)",,Valid,6463
Dar al Gani 923,Ureilite,255,Found,2000,27,16.35,"(27.000000, 16.350000)",,Valid,6464
Dar al Gani 924,L6,54,Found,2000,27.03333,16.35,"(27.033330, 16.350000)",,Valid,6465
Dar al Gani 925,H4,93,Found,2000,27.08333,16.25,"(27.083330, 16.250000)",,Valid,6466
Dar al Gani 926,H6,243,Found,2000,27.18333,16.26667,"(27.183330, 16.266670)",,Valid,6467
Dar al Gani 927,H6,367,Found,2000,26.98333,16.58333,"(26.983330, 16.583330)",,Valid,6468
Dar al Gani 928,H3/4,96,Found,2000,26.9,16.6,"(26.900000, 16.600000)",,Valid,6469
Dar al Gani 929,H3,119,Found,2000,26.95,16.45,"(26.950000, 16.450000)",,Valid,6470
Dhofar 1313,H6,154,Found,2004,18.81833,54.455,"(18.818330, 54.455000)",,Valid,34529
Dhofar 1314,H5,104,Found,2004,19.29667,54.56833,"(19.296670, 54.568330)",,Valid,34530
Dhofar 1315,L/LL5,12,Found,2001,19.15167,54.775,"(19.151670, 54.775000)",,Valid,34531
Dhofar 1316,L/LL6,30,Found,2003,19.045,54.39333,"(19.045000, 54.393330)",,Valid,34532
Dhofar 1317,L6,12,Found,2001,18.42,54.10333,"(18.420000, 54.103330)",,Valid,34533
Dhofar 132,Ureilite,5010,Found,2000,19.15,54.58067,"(19.150000, 54.580670)",,Valid,6917
Dhofar 133,L4,224,Found,2000,19.072,54.65267,"(19.072000, 54.652670)",,Valid,6918
Dhofar 134,H6,868,Found,2000,19.049,54.583,"(19.049000, 54.583000)",,Valid,6919
Dhofar 135,H4,1495,Found,2000,18.33233,54.2615,"(18.332330, 54.261500)",,Valid,6920
Dhofar 136,L6,324,Found,2000,18.70117,54.29083,"(18.701170, 54.290830)",,Valid,6921
Dhofar 137,L6,236,Found,2000,19.30133,54.82367,"(19.301330, 54.823670)",,Valid,6922
Dhofar 138,L6,5640,Found,2000,18.31133,54.36933,"(18.311330, 54.369330)",,Valid,6923
Dhofar 139,L6,1815,Found,2000,18.33767,54.45217,"(18.337670, 54.452170)",,Valid,6924
Dhofar 140,L5,3170,Found,2000,18.33583,54.512,"(18.335830, 54.512000)",,Valid,6925
Dhofar 1400,L6,315.5,Found,2003,19.195,54.59593,"(19.195000, 54.595930)",,Valid,35490
Dhofar 1401,LL~6,42.03,Found,2001,19.19135,54.65545,"(19.191350, 54.655450)",,Valid,35491
Dhofar 1402,L~6,8.94,Found,2001,19.0823,54.77837,"(19.082300, 54.778370)",,Valid,44711
Dhofar 1403,L~5,93.05,Found,2001,19.14362,54.8831,"(19.143620, 54.883100)",,Valid,35492
Dhofar 1404,L~6,67.48,Found,2001,19.20305,54.78495,"(19.203050, 54.784950)",,Valid,35493
Dhofar 1405,L~6,11.53,Found,2001,19.07152,54.77338,"(19.071520, 54.773380)",,Valid,35494
Dhofar 1406,L~6,42.46,Found,2001,19.15545,54.71392,"(19.155450, 54.713920)",,Valid,35495
Dhofar 1407,L~6,27.64,Found,2001,19.06712,54.77877,"(19.067120, 54.778770)",,Valid,44712
Dhofar 1408,L~5,81.93,Found,2001,19.1422,54.88057,"(19.142200, 54.880570)",,Valid,35496
Dhofar 1409,L~5,128.96,Found,2001,19.14145,54.8788,"(19.141450, 54.878800)",,Valid,35497
Dhofar 141,LL4,160,Found,2000,18.3575,54.3535,"(18.357500, 54.353500)",,Valid,6926
Dhofar 1410,L~6,30.45,Found,2001,19.15895,54.70497,"(19.158950, 54.704970)",,Valid,35498
Dhofar 1411,L~5,12.09,Found,2001,19.07285,54.77768,"(19.072850, 54.777680)",,Valid,35499
Dhofar 1412,L~6,38.13,Found,2001,19.11375,54.82245,"(19.113750, 54.822450)",,Valid,35500
Dhofar 1413,L~6,40.2,Found,2001,19.14068,54.67448,"(19.140680, 54.674480)",,Valid,35501
Dhofar 1414,L~6,45.59,Found,2001,19.19477,54.65712,"(19.194770, 54.657120)",,Valid,35502
Dhofar 1415,L~5,61.4,Found,2001,19.18973,54.6518,"(19.189730, 54.651800)",,Valid,35503
Dhofar 1416,L~6,49.74,Found,2001,19.1112,54.61523,"(19.111200, 54.615230)",,Valid,35504
Dhofar 1417,L~5,5.52,Found,2001,19.10735,54.61293,"(19.107350, 54.612930)",,Valid,35505
Dhofar 1418,L~6,78.44,Found,2001,19.13882,54.87985,"(19.138820, 54.879850)",,Valid,35506
Dhofar 1419,L~6,47.14,Found,2001,19.1382,54.67448,"(19.138200, 54.674480)",,Valid,35507
Dhofar 142,L4,1835,Found,2000,18.38233,54.23617,"(18.382330, 54.236170)",,Valid,6927
Dhofar 1420,L~5,81.81,Found,2001,19.15535,54.71392,"(19.155350, 54.713920)",,Valid,35508
Dhofar 1421,H~5,110.8,Found,2001,19.15725,54.71652,"(19.157250, 54.716520)",,Valid,35509
Dhofar 1422,H~5,35.22,Found,2001,19.19607,54.88028,"(19.196070, 54.880280)",,Valid,35510
Dhofar 1423,L~6,53.58,Found,2001,19.19707,54.6703,"(19.197070, 54.670300)",,Valid,35511
Dhofar 1424,H~6,53.39,Found,2001,19.19335,54.66395,"(19.193350, 54.663950)",,Valid,35512
Dhofar 1425,H~6,106.63,Found,2001,19.20077,54.78503,"(19.200770, 54.785030)",,Valid,35513
Dhofar 1426,H~5,42850,Found,2001,19.173,54.70407,"(19.173000, 54.704070)",,Valid,35514
